image_id,asin,quantity,normalized_name,height_value,length_value,width_value,weight_value
00012,B0087Y5ONE,2,Nature's Miracle Non-Stick Antimicrobial Scoop & Caddy (P-82036),3.99999999592,11.49999998827,6.99999999286,0.022046001186074866
00012,B00V1VSTAA,5,"Foot Angel Anti-Fatigue Compression Foot Sleeve for Plantar Fasciitis Relief, Large/X-Large",0.99999999898,6.299999993574,3.99999999592,0.10000000000000002
00014,B0123H9HME,1,"Organix Grain Free Lamb & Peas Recipe, 4 lb",3.49999999643,9.599999990208,8.099999991737999,4.549999996184413
00015,B0033UNIQC,14,Fiskars 8 Inch Premier Softgrip Titanium Straight Scissors (01-004244J),0.6999999992859999,10.49999998929,3.99999999592,0.20000000000000004
00015,B00E9J3MLM,1,"Kitchen Safe: Time Locking Container (White Lid + Clear Base) - 5.5"" Height",7.299999992554,8.799999991024002,7.699999992146,2.3500000000000005
00016,B0033UNIQC,11,Fiskars 8 Inch Premier Softgrip Titanium Straight Scissors (01-004244J),0.6999999992859999,10.49999998929,3.99999999592,0.20000000000000004
00016,B00E9J3MLM,1,"Kitchen Safe: Time Locking Container (White Lid + Clear Base) - 5.5"" Height",7.299999992554,8.799999991024002,7.699999992146,2.3500000000000005
00017,B0033UNIQC,9,Fiskars 8 Inch Premier Softgrip Titanium Straight Scissors (01-004244J),0.6999999992859999,10.49999998929,3.99999999592,0.20000000000000004
00017,B00E9J3MLM,1,"Kitchen Safe: Time Locking Container (White Lid + Clear Base) - 5.5"" Height",7.299999992554,8.799999991024002,7.699999992146,2.3500000000000005
00018,0078035198,1,Health Psychology,0.99999999898,10.099999989698,8.199999991636,2.6
00018,0736433937,1,Lily: Tiana's Helpful Kitten (Disney Princess: Palace Pets) (A Stepping Stone Book(TM)),0.72834645595,8.42913384967,5.85039369482,0.7900044696508
00018,B006SA39OU,1,"K9 Granola Factory Grain Free Savory Duck with Apple and Cranberry Crunchers, Net WT. 12 oz",3.899999996022,9.899999989902,3.899999996022,0.8
00018,B00KVP76G0,1,DualShock 4 Wireless Controller for PlayStation 4 - Glacier White,2.49999999745,7.299999992554,6.699999993166,0.75
00018,B00YHF3W90,1,"Retro Fashion Pretty Young 2-Pocket Chef's Apron, Light Blue/Elegant Printing",0.1968503935,3.93700787,2.755905509,0.0
00019,0062110500,1,The Wig in the Window,1.299999998674,8.299999991534,5.299999994594,1.05
00019,0590452665,1,The Egg (First Discovery Books),0.399999999592,8.49999999133,8.099999991738,0.7
00019,B0040JHNAW,3,Fantasia / Fantasia 2000 (Two movie Collection) (Special Edition),1.299999998674,6.899999992962,5.399999994492,0.3499999999999999
00020,B00JD5453G,12,"TORCHSTAR 14-Inch 110V Hardwired Multi-function LED Cabinet Light, Warm White",1.599999998368,14.699999985006,3.99999999592,1.0
00020,B00O35DRI0,1,"Mellanni Bed Sheet Set - HIGHEST QUALITY Brushed Microfiber 1800 Bedding - Wrinkle, Fade, Stain Resistant - Hypoallergenic - 4 Piece (Cal King, Mocha)",3.49999999643,10.49999998929,9.799999990004002,3.4
00020,B014ED82A8,1,"(2 Pack)  Pantene Pro-V Shampoo, Damage Detox with Mosa Mint Oil, 12.6 Oz. ea.",2.8346456664,8.3464566844,3.7795275552,1.949999998364748
00021,B00JD5453G,12,"TORCHSTAR 14-Inch 110V Hardwired Multi-function LED Cabinet Light, Warm White",1.599999998368,14.699999985006,3.99999999592,1.0
00021,B00O35DRI0,1,"Mellanni Bed Sheet Set - HIGHEST QUALITY Brushed Microfiber 1800 Bedding - Wrinkle, Fade, Stain Resistant - Hypoallergenic - 4 Piece (Cal King, Mocha)",3.49999999643,10.49999998929,9.799999990004002,3.4
00021,B00T63MY1U,1,"Choopie CityGrips Single Bar Grip Handle Covers for Stroller/Pram/Buggy Handlebars, Silly Raccoon, Large",0.6999999992859999,12.99999998674,6.299999993574,0.022046001186074866
00021,B014ED82A8,1,"(2 Pack)  Pantene Pro-V Shampoo, Damage Detox with Mosa Mint Oil, 12.6 Oz. ea.",2.8346456664,8.3464566844,3.7795275552,1.949999998364748
00022,B001F2GDO4,1,"Rachael Ray Nutrish Natural Dry Dog Food, Beef and Brown Rice Recipe, 6 lbs",4.49999999541,11.399999988372,9.699999990106,6.85
00022,B00JPVZ2IA,2,Women's Black Studded Fashion Fanny or Waist Pack - fits up to 42 inch waist,2.99999999694,5.99999999388,5.699999994186001,0.8000000000000002
00022,B00WW4FD3Q,1,"Bandai Hobby HGBF Dom R35 ""Gundam Build Fighters"" Model Kit (1/144 Scale)",3.3858267682,11.8897637674,7.7165354252,0.8377480450708449
00022,B01GMVAN4S,1,Elikeable Modern 3D Frameless Large Wall Clock Style Watches Hours DIY Room Home Decorations (Black1),2.299999997654,15.399999984292,4.9999999949,0.7499999993710571
00023,B00JPVZ2IA,2,Women's Black Studded Fashion Fanny or Waist Pack - fits up to 42 inch waist,2.99999999694,5.99999999388,5.699999994186001,0.8000000000000002
00023,B00WW4FD3Q,1,"Bandai Hobby HGBF Dom R35 ""Gundam Build Fighters"" Model Kit (1/144 Scale)",3.3858267682,11.8897637674,7.7165354252,0.8377480450708449
00023,B00ZQ9A3L6,1,"BBQ Vegetable Grill Basket - Use as Wok, Skillet, or Smoker - Durable 430 Grade Stainless Steel - Professional Cookware - Barbeque Fish & Diced Meat - by Grillux",2.49999999745,13.599999986128001,11.749999988015,1.349999998867903
00023,B0163KOK42,1,New - Husmark 32cm Emoji Smiley Emoticon Yellow Round Cushion Pillow Stuffed Plush Soft Toy (Tongue),2.0,13.0,13.0,0.0
00023,B01GMVAN4S,1,Elikeable Modern 3D Frameless Large Wall Clock Style Watches Hours DIY Room Home Decorations (Black1),2.299999997654,15.399999984292,4.9999999949,0.7499999993710571
00024,B019GAUUAE,1,"6 PACK- BR30 LED 11WATT (65W Equivalent), 3000K Warm White, DIMMABLE, Indoor/Outdoor Lighting, 850 Lumens, Flood Light Bulb, UL & ENERGY STAR LISTED",5.399999994492,11.99999998776,8.199999991636,2.7999999976519456
00025,B003JNZWIU,1,Mueller Underwrap - PreWrap for Athletic Tape / Taping / Head/Hair Bands - Rainbow Assorted Colors - 12 pack,2.7999999971439995,12.199999987556,8.99999999082,1.3999999999999997
00025,B019GAUUAE,1,"6 PACK- BR30 LED 11WATT (65W Equivalent), 3000K Warm White, DIMMABLE, Indoor/Outdoor Lighting, 850 Lumens, Flood Light Bulb, UL & ENERGY STAR LISTED",5.399999994492,11.99999998776,8.199999991636,2.7999999976519456
00026,B000BN9CRI,1,Eclipse Tools 200-009 Pro's Kit Cable Slitter,0.899999999082,7.49999999235,4.099999995818,0.4499999996226342
00026,B001E75QH0,5,Indiana Jones: The Complete Adventure Collection (Raiders of the Lost Ark / Temple of Doom / Last Crusade / Kingdom of the Crystal Skull),1.299999998674,7.699999992146,5.49999999439,0.95
00027,B000BN9CRI,1,Eclipse Tools 200-009 Pro's Kit Cable Slitter,0.899999999082,7.49999999235,4.099999995818,0.4499999996226342
00027,B001E75QH0,5,Indiana Jones: The Complete Adventure Collection (Raiders of the Lost Ark / Temple of Doom / Last Crusade / Kingdom of the Crystal Skull),1.299999998674,7.699999992146,5.49999999439,0.95
00027,B004S6RKSW,3,"Hard-to-Find Fastener 014973159535 Swivel HDL Hitch Pin, 1/2 x 6-1/4-Inch",0.99999999898,9.699999990105999,3.6999999962260004,0.6999999999999998
00028,0205902278,1,Literature and the Writing Process (10th Edition),1.199999998776,9.099999990718,6.399999993472,1.7
00028,082235666X,1,"Borderland on the Isthmus: Race, Culture, and the Struggle for the Canal Zone (American Encounters/Global Interactions)",0.99999999898,9.099999990718,6.199999993676,1.35
00028,178076829X,1,Enemy in the East: Hitler's Secret Plans to Invade the Soviet Union,1.2598425184,8.9763779436,6.3779527494,1.3668520735366416
00028,B00HPZDLUE,1,"Mirka 9A-232-100   5-Inch 100 Grit Mesh Abrasive Dust Free Sanding Discs,  Box of 50 Discs",3.599999996328,5.599999994287999,5.49999999439,0.8818400467034918
00028,B01BVJES3S,1,Traveler's notebook camel [15193006],0.8661417314,9.055118101,5.511811018,0.529104028022095
00029,082235666X,1,"Borderland on the Isthmus: Race, Culture, and the Struggle for the Canal Zone (American Encounters/Global Interactions)",0.99999999898,9.099999990718,6.199999993676,1.35
00029,178076829X,1,Enemy in the East: Hitler's Secret Plans to Invade the Soviet Union,1.2598425184,8.9763779436,6.3779527494,1.3668520735366416
00029,B00HPZDLUE,1,"Mirka 9A-232-100   5-Inch 100 Grit Mesh Abrasive Dust Free Sanding Discs,  Box of 50 Discs",3.599999996328,5.599999994287999,5.49999999439,0.8818400467034918
00030,0142000663,1,The Grapes of Wrath (Centennial Edition),1.3999999985719997,8.199999991636,5.99999999388,1.15
00030,1416939210,1,Z for Zachariah,0.799999999184,6.699999993166,4.9999999949,0.35
00030,B000F49LU6,2,Kurt Adler Polonaise Heirlooms Handblown Handpainted New York City Collage Ornament,4.49999999541,7.20078739423,5.09842519165,0.4500075691944
00030,B008JFUO72,1,Iron Man 3 (DVD + Digital Copy),0.599999999388,7.399999992452001,5.299999994594,0.15
00030,B009S0VGUG,1,Tony Roberts: I'm Different,0.58267716476,7.09842518961,5.41732282912,0.1833364170792
00031,1416939210,1,Z for Zachariah,0.799999999184,6.699999993166,4.9999999949,0.35
00031,B000F49LU6,2,Kurt Adler Polonaise Heirlooms Handblown Handpainted New York City Collage Ornament,4.49999999541,7.20078739423,5.09842519165,0.4500075691944
00032,B000J09TBC,1,"Smead TUFF® Expanding File, Monthly (Jan.-Dec.), 12 Pockets, Flap and Elastic Cord Closure, Legal Size, Redrope-Printed Stock (70390)",1.299999998674,15.099999984598,10.399999989392,0.9
00032,B00451SGZ6,2,"(Pack of 180) Coffee-mate Coffee Creamer, Original Liquid Singles, 0.375-Ounce Creamers",5.49999999439,11.799999987964,7.799999992044,5.109999995714802
00032,B00KTZIW3S,2,"YOPO New Retro Vintage Casual Women's Backpack School Bag Fashion Travel School PU Leather Handbag ipad bag, four colors avaliable (Blue)",1.49999999847,11.899999987862001,11.099999988678,1.1
00032,B00Z0RLYDK,1,"Brielle 400 Thread Count Egyptian Cotton Sateen Fine Sheet Set, Queen, Grey Stripe",2.299999997654,13.399999986332,11.299999988474,3.7499999968552853
00033,B00451SGZ6,2,"(Pack of 180) Coffee-mate Coffee Creamer, Original Liquid Singles, 0.375-Ounce Creamers",5.49999999439,11.799999987964,7.799999992044,5.109999995714802
00033,B00KTZIW3S,2,"YOPO New Retro Vintage Casual Women's Backpack School Bag Fashion Travel School PU Leather Handbag ipad bag, four colors avaliable (Blue)",1.49999999847,11.899999987862001,11.099999988678,1.1
00033,B00Z0RLYDK,1,"Brielle 400 Thread Count Egyptian Cotton Sateen Fine Sheet Set, Queen, Grey Stripe",2.299999997654,13.399999986332,11.299999988474,3.7499999968552853
00034,B01C84PUYQ,2,"Black TOGUARD 2.46"" LCD Full HD 1080P Dashcam Car Dvr Camera,Novatek NT96220,G-sensor,Parking Monitor,Motion Detection,Loop Recording,Night Vision",3.49999999643,5.599999994287999,4.799999995104,0.24999999979035234
00035,B001DNOV7G,1,Pfister 00131XA 3-Handle Tub & Shower Rough-In Valve,5.399999994492,10.99999998878,8.49999999133,4.4
00036,B001DNOV7G,1,Pfister 00131XA 3-Handle Tub & Shower Rough-In Valve,5.399999994492,10.99999998878,8.49999999133,4.4
00036,B00VSZS9KY,1,"Amy Butler for Welspun ECAB-TW-BT-01 Bath Towel, Wood Fern",2.599999997348,13.699999986026,9.9999999898,1.2399999989601478
00037,B00F908YU4,1,"12Watt 4-inch High CRI Wet Location Dimmable Retrofit LED Recessed Lighting Fixture, Energy Star UL-classified 75W Equivalent Ceiling Light, 2700K Soft White 650lm Remodel Recessed Downlight",3.99999999592,5.799999994084,5.699999994186001,0.6999999999999998
00037,B00FMHPX62,1,DEWALT DWA4214 Oscillating Multi-Material Blade,0.599999999388,6.099999993778,4.599999995308,0.15
00037,B016CMFESW,1,"2""/5cm Assorted Colors D Shape Spring-loaded Gate Aluminum Carabiner for Home, Rv, Camping, Fishing, Hiking, Traveling and Keychain",0.99999999898,5.299999994594,3.99999999592,0.39999999966456384
00038,B00F908YU4,1,"12Watt 4-inch High CRI Wet Location Dimmable Retrofit LED Recessed Lighting Fixture, Energy Star UL-classified 75W Equivalent Ceiling Light, 2700K Soft White 650lm Remodel Recessed Downlight",3.99999999592,5.799999994084,5.699999994186001,0.6999999999999998
00038,B00FMHPX62,1,DEWALT DWA4214 Oscillating Multi-Material Blade,0.599999999388,6.099999993778,4.599999995308,0.15
00039,B002SPRFZS,1,"Toastess THP-432 Electric Single-Coil Cooking Range, White",3.799999996124,9.899999989902,9.899999989902,2.3
00039,B01AS6O8YO,1,Schleich North America Rabbit Hutch with Rabbits & Feed Playset,3.299999996634,9.899999989902,7.399999992452001,0.7999999993291277
00039,B01CPKVDR6,1,Vr Virtual Reality Headset 3D Glasses / Goggles & Bluetooth Controller - All Sizes Apple & Android Smartphones - Immersive 360 HD Superior to Google Cardboard - New Improved 2016 Model Huge Discount,5.099999994798,7.99999999184,5.599999994287999,0.9499999992033389
00041,B01HNO635G,6,Bvnine Universal Bluetooth Headphones APTX Wireless Stereo Headset with Mic for iPhone and Android,1.3,8.1,6.3,0.2625
00042,B00NF5EQK2,1,Pioneer TSG1645R 6.5-Inch 2-Way 250W Car Speakers,3.199999996736,13.399999986332,7.399999992452001,3.05
00042,B01FVK4NHY,2,*NEW* Azure Bath Mat by Blue Coast Collection! Premium Non slip Bath Mat w/ Mesh Technology Soft Fibers & 50+ suction cups. Mold & Mildew Resistant. Bonus Bath Slippers included. Get yours today!,2.5590551155,15.354330693,12.7952755775,1.2345886672
00043,B004E6QLD6,1,Radians JR01B0ID Journey 4 Position Telescoping Temples Glasses with Light Blue Lens,1.4173228332,6.3779527494,1.968503935,0.5
00043,B00EB7Z6SY,1,Advanced G Shape Police Earpiece Headset PTT Mic for 2-pin Motorola Radio CP040 CP200 XTNi DTR VL50,0.599999999388,4.699999995206,3.599999996328,0.05000000000000001
00043,B00G9WHN12,1,Kingston Digital 32GB Data Traveler 3.0 USB Flash Drive - Red (DTIG4/32GB ),0.2362204722,4.5275590505,3.93700787,0.044092002335174595
00043,B00OZO3XLK,1,world trip Fancy Passport Cover,0.0,0.0,0.0,0.0
00043,B0177KQ806,1,BlueFire® Micro USB to Magnetic Charging Adapter W/LED Cable For Sony Xperia Z1 Z2 Z3 Compact(Blue),0.49999999949,4.399999995512001,2.99999999694,0.022046001167587297
00043,B01BCZ856C,6,"Galaxy S7 Edge Case, VRS Design [Crystal Bumper][Rose Gold] - [Clear Cover][Military Protection] For Samsung S7 Edge",0.2362204722,7.9527558974,3.6220472404,0.0440924524
00044,B000OSZA58,1,BOSS AUDIO MRH7 Marine  Universal Waterproof Radio Cover and Housing,4.49999999541,11.299999988474,9.599999990208,3.1
00044,B002EAPHKM,1,Red Vines Black Licorice Twists (4-Pound Jar),7.599999992248,8.99999999082,7.699999992146,4.45
00044,B0030OVB6A,2,"American Metalcraft 1004 Funnels, 9.125"" Length, 9.125"" Width, Silver",0.6999999992859999,8.599999991228,8.399999991432,0.9499999999999998
00044,B00365E1NS,2,Veho VFS-008 Smartfix Scan to SD Stand Alone Slide and Negative Scanner (35mm & 110mm),6.2204724346,10.8661417212,6.4566929068,2.336876125723936
00045,B019775SYE,2,"Midline Lacrosse Logo Crew Socks (Columbia Blue/Navy, Small)",1.0,9.0,4.0,0.0
00045,B01DDF6WWS,1,"iPhone SE Case, araree® [Airfit] Ultra Slim SOFT-Interior Scratch Protection with Perfect Fit for iPhone SE, 5S and 5 (2016) (BLUE(Matt))",0.899999999082,6.799999993064,3.799999996124,0.20999999982389603
00046,B019775SYE,1,"Midline Lacrosse Logo Crew Socks (Columbia Blue/Navy, Small)",1.0,9.0,4.0,0.0
00046,B01DDF6WWS,1,"iPhone SE Case, araree® [Airfit] Ultra Slim SOFT-Interior Scratch Protection with Perfect Fit for iPhone SE, 5S and 5 (2016) (BLUE(Matt))",0.899999999082,6.799999993064,3.799999996124,0.20999999982389603
00048,B003TS8CS2,1,"Generac Maintenance Kit, 13kW through 17kW, 990cc Kit (For HSB models prior to 2013)",4.699999995206,8.399999991432,8.299999991534,1.6000000000000003
00049,B00KGVCJX4,2,"2-Pack Victor M162S Clean Kill Mouse Trap,",1.699999998266,8.99999999082,5.199999994696,0.20000000000000004
00050,0590450875,1,I Spy: A Book of Picture Riddles,0.3149606296,12.0472440822,9.055118101,1.1
00050,0836217357,1,The Days are Just Packed: A Calvin and Hobbes Collection,0.599999999388,11.899999987862,8.99999999082,1.35
00050,B0052AIJT2,1,"Spring Valley - Fenugreek 610 mg, 100 Capsules",2.399999997552,3.899999996022,2.399999997552,0.24999999979035234
00050,B01AWAGTU2,1,Kingway 2 PCS Patent Laser Toner Cartridge HP 83X CF283X Canon 137 Replacement for HP LaserJet Pro M201dw M255dn Canon imageCLASS MF229dw MF216n Printers,4.099999995817999,13.099999986638,4.599999995308,1.7499999985324661
00051,0590450875,1,I Spy: A Book of Picture Riddles,0.3149606296,12.0472440822,9.055118101,1.1
00051,0836217357,1,The Days are Just Packed: A Calvin and Hobbes Collection,0.599999999388,11.899999987862,8.99999999082,1.35
00051,B0052AIJT2,1,"Spring Valley - Fenugreek 610 mg, 100 Capsules",2.399999997552,3.899999996022,2.399999997552,0.24999999979035234
00051,B019ZSNWKW,1,Disney Minnie Mouse Travel Outdoor Food Container Insulation Lunch Bag.,1.99999999796,8.799999991024002,7.699999992146,0.09999999991614096
00051,B01AWAGTU2,1,Kingway 2 PCS Patent Laser Toner Cartridge HP 83X CF283X Canon 137 Replacement for HP LaserJet Pro M201dw M255dn Canon imageCLASS MF229dw MF216n Printers,4.099999995817999,13.099999986638,4.599999995308,1.7499999985324661
00052,075660561X,2,Ultimate Sticker Book: Space,0.1574803148,10.8661417212,8.267716527,0.2600131918028
00052,0756643007,4,Baby Touch and Feel: Colors and Shapes (Baby Touch & Feel),1.0236220462,5.4330708606,5.2755905458,0.53
00052,0756658845,1,Boys' Potty Time,0.399999999592,8.099999991737999,8.099999991737999,0.6
00052,1423472721,1,Sweeney Todd: Vocal Score,0.899999999082,11.799999987964,8.99999999082,2.4
00052,B00M19N0KA,3,AGPtEK [UPDATE VERSION] 9.8ft 300 LED Weatherproof Freeze-proof Outdoor String Light Curtain Light for Christmas Xmas Wedding Party Home Decoration - Blue,3.99999999592,7.99999999184,4.799999995104,1.2
00053,075660561X,2,Ultimate Sticker Book: Space,0.1574803148,10.8661417212,8.267716527,0.2600131918028
00053,0756658845,1,Boys' Potty Time,0.399999999592,8.099999991737999,8.099999991737999,0.6
00053,1423472721,1,Sweeney Todd: Vocal Score,0.899999999082,11.799999987964,8.99999999082,2.4
00053,B00M19N0KA,3,AGPtEK [UPDATE VERSION] 9.8ft 300 LED Weatherproof Freeze-proof Outdoor String Light Curtain Light for Christmas Xmas Wedding Party Home Decoration - Blue,3.99999999592,7.99999999184,4.799999995104,1.2
00054,B00801CRIO,1,"MonMount Single LCD Monitor VESA Desk Stand - Height Adjustable, Black (LCD-6410B)",3.299999996634,13.199999986536,8.399999991432,5.5
00054,B00HMDSL68,1,"Disguise Marvel Guardians of The Galaxy Rocket Raccoon Classic Boys Costume, Medium/7-8",3.99999999592,12.99999998674,11.099999988678,0.75
00055,B00801CRIO,1,"MonMount Single LCD Monitor VESA Desk Stand - Height Adjustable, Black (LCD-6410B)",3.299999996634,13.199999986536,8.399999991432,5.5
00055,B009IFIETM,2,Fit System 33058 Driver Side (LH) Heated Replacement Mirror Glass with Backing Plate,2.299999997654,13.699999986026,8.99999999082,0.85
00055,B00HMDSL68,1,"Disguise Marvel Guardians of The Galaxy Rocket Raccoon Classic Boys Costume, Medium/7-8",3.99999999592,12.99999998674,11.099999988678,0.75
00056,B00K5NEMJM,1,"Garden of Life mykind Organics Women's Once Daily Multi, 60 Organic Tablet",2.7999999971439995,5.399999994492,2.899999997042,0.75
00056,B01AQGMRI0,1,"""Fashion Case"" Unique Eco-Friendly 100% Real Natural Cherry Wood with Laser Engraved ""Chinese Dragon"" Hard Shell Case for iPAD Mini 1/2/3 (GMWD-IPADMINI-N05)",0.0,0.0,0.0,0.0
00057,0985455470,1,Iraqi Air Force Reborn: The Iraqi Air Arms Since 2004,0.2362204722,11.1811023508,8.4251968418,0.7936641432
00057,B00K5NEMJM,1,"Garden of Life mykind Organics Women's Once Daily Multi, 60 Organic Tablet",2.7999999971439995,5.399999994492,2.899999997042,0.75
00057,B01AQGMRI0,1,"""Fashion Case"" Unique Eco-Friendly 100% Real Natural Cherry Wood with Laser Engraved ""Chinese Dragon"" Hard Shell Case for iPAD Mini 1/2/3 (GMWD-IPADMINI-N05)",0.0,0.0,0.0,0.0
00058,B003EMKNK8,2,"(Pack of 6) Tom's of Maine Simply White Natural Toothpaste, Clean Mint , 4.7 Ounce",4.299999995614,7.399999992452001,4.49999999541,2.2
00058,B00TL6TX9I,2,"Angels eyes Effective Tear Stain Remover Supplement Eye Irritation for Pet Dogs or Cat, 2.64 oz. NEW & Improve Formula! Natural Beef USA Made",2.599999997348,3.99999999592,2.599999997348,0.05000000000000001
00058,B010N2EYSI,1,Linkcool Cardboard 3d Vr Virtual Reality DIY 3D Glasses for Smartphone with NFC and Headband,0.99999999898,10.199999989596,7.799999992044,0.4499999996226342
00059,B003EMKNK8,2,"(Pack of 6) Tom's of Maine Simply White Natural Toothpaste, Clean Mint , 4.7 Ounce",4.299999995614,7.399999992452001,4.49999999541,2.2
00059,B00TL6TX9I,2,"Angels eyes Effective Tear Stain Remover Supplement Eye Irritation for Pet Dogs or Cat, 2.64 oz. NEW & Improve Formula! Natural Beef USA Made",2.599999997348,3.99999999592,2.599999997348,0.05000000000000001
00060,B00H0BKJ3A,1,"Set of 3 Joseph Joseph Note Clip Multi-Purpose Magnetic Bag Clip,",1.181102361,9.9999999898,4.9606299162,0.3086440166050481
00060,B012QXE6XU,1,"Ipad mini case,ACEGUARDER&reg;ipad mini 2 case,ipad mini 3 case *Slim Military-Duty* Case for Rainproof Shock proof Anti-Dirt Drop Resistance Case with Back Clip for Apple Ipad mini 2/3 (Camo-Black)",1.299999998674,9.899999989902,6.49999999337,0.8999999992452684
00060,B01BSZDXTU,1,"(12) 2 Ounce 2 oz Empty Amber Glass Bottles W/black Fine Mist Sparyer (12) 3ml Pipettes (12) Chalk Labels for Essential Oils, Cleaning Products, Aromatherapy",4.899999995002001,6.299999993574,5.49999999439,2.049999998280889
00061,B00004S9AI,1,PSI Woodworking LR110-3 110-Volt Long Ranger Dust Collector Switch,3.199999996736,7.799999992044,5.599999994287999,1.9
00061,B00H0BKJ3A,1,"Set of 3 Joseph Joseph Note Clip Multi-Purpose Magnetic Bag Clip,",1.181102361,9.9999999898,4.9606299162,0.3086440166050481
00061,B012QXE6XU,1,"Ipad mini case,ACEGUARDER&reg;ipad mini 2 case,ipad mini 3 case *Slim Military-Duty* Case for Rainproof Shock proof Anti-Dirt Drop Resistance Case with Back Clip for Apple Ipad mini 2/3 (Camo-Black)",1.299999998674,9.899999989902,6.49999999337,0.8999999992452684
